company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-2923,35,6587,0.89,9.6,0.76,14,0,3,1
C-2924,13,47782,0.46,4.4,0.71,5,2,3,1
C-2925,10,59412,0.52,6.7,0.16,10,6,3,1
C-2926,10,65561,0.87,6.1,0.48,1,5,3,0
C-2927,13,82224,0.57,3.7,0.48,8,0,0,0
C-2928,24,9409,0.27,11.7,0.3,10,8,1,1
C-2929,2,76319,0.9,8.9,0.78,15,3,2,1
C-2930,22,31751,0.13,1.0,0.93,12,6,0,1
C-2931,17,43174,0.91,11.6,0.72,12,3,4,1
C-2932,14,61572,0.15,1.9,0.97,17,6,0,1
C-2933,10,66416,0.7,5.9,0.05,0,4,2,0
C-2934,35,17041,0.16,8.2,0.04,19,0,0,1
C-2935,25,28227,0.74,0.6,0.89,9,3,1,1
C-2936,3,40201,0.13,9.3,0.9,18,2,3,1
C-2937,17,41069,0.86,9.4,0.11,16,5,1,0
C-2938,12,87190,0.52,9.3,0.36,0,5,0,0
C-2939,24,31370,0.18,2.7,0.84,0,0,2,1
C-2940,29,16586,0.74,4.0,0.13,16,10,4,0
C-2941,25,55231,0.54,3.8,0.27,14,1,1,0
C-2942,26,10322,0.27,13.5,0.68,1,1,2,1
C-2943,1,70294,0.11,1.4,0.98,10,9,4,1
C-2944,20,84468,0.48,6.3,0.8,1,3,3,1
C-2945,28,34299,0.18,12.3,0.78,19,8,1,0
C-2946,16,95715,0.18,10.9,0.34,8,10,1,0
C-2947,17,75793,0.34,11.6,0.66,18,1,3,1
C-2948,28,51501,0.67,13.6,0.11,1,10,3,1
C-2949,12,62134,0.58,5.7,0.99,15,7,0,0
C-2950,27,14777,0.16,4.7,0.48,19,10,4,1
C-2951,30,16249,0.97,0.9,0.64,8,0,2,1
C-2952,34,26390,0.9,2.5,0.88,19,7,3,0
C-2953,6,25369,0.33,8.1,0.0,3,2,0,1
C-2954,7,17881,0.21,2.6,0.98,12,4,4,1
C-2955,32,14587,0.95,10.4,0.36,14,0,4,1
C-2956,32,98800,0.52,1.0,0.34,19,0,1,1
C-2957,25,79327,0.38,4.0,0.15,1,5,0,0
C-2958,33,92911,0.54,9.9,0.86,19,2,0,1
C-2959,7,93147,0.8,3.9,0.87,17,7,1,0
C-2960,12,12833,0.25,10.3,0.02,8,3,2,1
C-2961,16,52013,0.79,13.9,0.06,19,5,3,1
C-2962,16,68620,0.77,11.3,0.92,0,9,1,0
C-2963,13,20754,0.59,5.1,0.12,2,8,3,0
C-2964,7,83113,0.88,12.7,0.62,16,7,0,0
C-2965,9,91784,0.22,1.2,0.62,10,3,1,1
C-2966,32,40282,0.64,10.3,0.87,7,9,2,0
C-2967,11,41737,0.5,0.8,0.57,11,7,3,0
C-2968,8,29124,0.48,2.9,0.43,10,6,3,1
C-2969,33,75102,0.33,13.8,0.97,12,4,3,0
C-2970,23,7196,0.44,5.4,0.23,14,6,0,1
C-2971,25,66527,0.2,11.6,0.26,19,6,3,1
C-2972,8,90395,0.33,5.6,0.08,16,9,4,0
C-2973,22,16345,0.34,11.8,0.98,11,1,3,0
C-2974,4,39077,0.75,13.5,0.71,18,6,0,0
C-2975,3,71400,0.14,6.4,0.01,19,2,1,1
C-2976,29,17055,0.69,8.1,0.7,10,7,3,0
C-2977,29,90283,0.3,9.0,0.4,9,7,3,0
C-2978,34,49484,0.17,13.1,0.97,16,8,1,0
C-2979,34,82514,0.37,4.0,0.28,12,10,4,0
C-2980,28,95135,0.3,8.8,0.71,15,3,0,1
C-2981,13,40771,0.6,4.9,0.63,19,9,1,0
C-2982,15,62654,0.42,3.4,0.01,19,2,0,0
C-2983,23,51540,0.97,1.6,0.89,16,8,1,1
C-2984,26,88151,0.97,8.9,0.14,4,8,2,1
C-2985,4,34377,0.5,12.4,0.66,8,1,4,0
C-2986,26,54573,0.82,5.2,0.78,3,5,2,0
C-2987,9,47733,0.11,8.0,0.63,8,2,1,1
C-2988,5,16760,0.59,9.2,0.1,15,4,1,1
C-2989,32,30762,0.77,6.1,0.98,6,1,0,0
C-2990,20,55986,0.3,12.7,0.24,13,3,1,1
C-2991,11,39332,0.16,5.4,0.63,13,10,0,1
C-2992,15,45100,0.24,2.2,0.8,6,2,0,1
C-2993,32,9944,0.5,2.4,0.94,15,1,1,0
C-2994,28,53825,0.56,12.5,0.6,17,5,0,0
C-2995,22,18877,0.44,13.8,0.26,5,10,4,0
C-2996,17,34990,0.5,4.4,0.84,6,2,2,1
C-2997,26,60283,0.52,2.4,0.16,18,3,1,1
C-2998,7,8258,0.79,7.0,0.02,7,5,0,0
C-2999,26,36629,0.19,10.1,0.91,0,4,0,0
C-3000,25,42579,0.79,8.8,0.58,16,3,0,1
C-3001,10,27958,0.72,13.3,0.07,18,3,0,0
C-3002,19,44465,0.77,11.5,0.58,6,1,4,1
C-3003,11,90853,0.76,12.2,0.15,17,9,1,0
C-3004,13,20775,0.52,7.8,0.03,5,3,1,0
C-3005,8,81575,0.29,4.9,0.12,5,7,4,1
C-3006,4,99633,0.58,10.0,0.78,0,4,4,0
C-3007,31,39207,0.96,6.4,0.76,9,10,4,0
C-3008,28,27553,0.63,4.4,0.6,7,9,1,0
C-3009,11,58632,0.11,2.6,0.21,6,9,3,1
C-3010,1,5055,0.15,7.6,0.74,8,7,2,0
C-3011,24,93697,0.99,8.5,0.41,0,5,4,0
C-3012,31,37873,0.16,8.2,0.51,10,9,4,1
C-3013,26,85720,0.14,2.1,0.9,2,4,1,0
C-3014,5,71205,0.42,8.2,0.46,17,3,1,0
C-3015,20,83199,0.97,2.8,0.63,5,9,2,0
C-3016,11,30318,0.39,9.5,0.96,10,8,0,1
C-3017,33,38734,0.47,6.3,0.45,4,9,1,0
C-3018,27,87227,0.67,12.0,0.56,19,4,2,0
C-3019,34,23522,0.12,11.0,0.58,3,9,1,0
C-3020,15,16656,0.91,10.3,0.24,7,10,1,1
C-3021,32,20893,0.57,10.0,0.74,9,5,1,0
C-3022,21,21493,0.52,8.1,0.73,2,6,3,1
C-3023,5,8632,0.87,1.3,0.21,12,10,3,1
C-3024,6,93648,0.96,9.3,0.01,16,10,4,0
C-3025,22,66779,0.48,6.8,1.0,4,0,3,1
C-3026,18,43452,0.26,6.8,0.58,7,8,2,1
C-3027,14,18266,0.83,5.6,0.18,18,7,1,1
C-3028,10,66607,0.46,13.0,0.28,17,10,3,0
C-3029,13,21940,0.94,3.9,0.62,0,4,1,0
C-3030,31,29003,0.95,4.8,0.14,3,2,0,0
C-3031,30,39815,0.2,13.5,0.04,17,4,4,0
C-3032,3,35869,0.96,11.4,0.8,13,4,3,0
C-3033,30,54297,0.43,0.7,0.72,10,8,1,1
C-3034,6,65107,0.68,12.7,0.31,8,6,0,1
C-3035,29,87793,0.13,3.6,0.06,12,1,4,1
C-3036,8,21682,0.9,10.0,0.49,16,4,4,0
C-3037,33,24622,0.68,8.0,0.28,14,8,0,0
C-3038,17,35408,0.68,7.7,0.4,1,10,3,0
C-3039,11,13837,0.91,10.2,0.27,5,1,3,0
C-3040,13,69210,0.56,3.3,0.18,6,7,1,0
C-3041,11,20407,0.47,2.6,0.39,1,2,2,1
C-3042,31,34309,0.88,9.3,0.96,12,3,1,1
C-3043,28,76918,0.77,4.4,0.27,9,1,1,0
C-3044,6,98190,0.95,13.6,0.34,15,8,1,0
C-3045,16,23895,0.95,6.6,0.33,8,5,0,0
C-3046,4,91912,0.44,2.0,0.48,7,8,4,0
C-3047,35,5370,0.5,9.8,0.84,14,10,4,1
C-3048,26,5486,0.33,4.6,0.4,6,7,2,0
C-3049,12,28762,0.69,2.5,0.81,18,8,3,1
C-3050,11,31613,0.43,6.2,0.12,3,4,1,1
C-3051,25,8196,0.81,13.5,0.89,8,5,0,0
C-3052,18,99937,0.21,6.1,0.19,18,6,0,1
C-3053,19,81349,0.2,5.2,0.04,1,4,1,0
C-3054,23,69839,0.28,6.5,0.16,6,0,0,1
C-3055,18,46916,0.18,0.7,0.19,18,8,0,0
C-3056,26,13572,0.66,2.3,0.51,5,1,1,0
C-3057,6,33225,0.23,12.0,0.45,14,6,2,1
C-3058,4,50853,0.24,13.7,0.72,6,7,0,0
C-3059,29,54390,0.11,2.6,0.05,5,7,4,1
C-3060,34,37275,0.8,7.7,0.5,0,0,4,1
C-3061,17,77379,0.83,13.5,0.33,13,9,4,0
C-3062,16,6105,0.25,2.6,0.63,0,6,1,1
C-3063,2,64896,0.77,3.0,0.04,5,8,4,0
C-3064,34,48209,0.49,13.0,0.03,17,10,3,1
C-3065,8,47487,0.32,10.0,0.43,16,10,0,0
C-3066,13,23051,0.66,2.6,0.81,1,2,2,1
C-3067,8,99244,0.26,5.8,0.67,7,7,4,1
C-3068,30,82400,0.78,1.3,0.02,1,7,1,0
C-3069,32,71961,0.14,6.3,0.18,15,8,2,1
C-3070,30,65156,0.96,11.0,0.23,3,7,1,0
C-3071,1,62175,0.16,8.0,0.42,1,4,2,1
C-3072,17,11849,0.62,9.2,0.59,4,4,2,0
C-3073,20,23976,0.91,4.9,0.22,16,2,0,1
C-3074,24,61866,0.11,2.7,0.38,1,5,2,1
C-3075,22,52078,0.55,0.7,0.58,13,9,3,1
C-3076,29,36113,0.42,11.6,0.38,19,2,3,0
C-3077,22,20401,0.62,9.1,0.14,6,1,3,1
C-3078,9,17884,0.3,3.6,0.49,14,6,1,0
C-3079,10,89360,0.16,6.1,0.32,17,9,0,0
C-3080,28,42563,0.66,11.3,0.86,12,2,1,0
C-3081,28,39414,0.48,7.8,0.78,11,3,4,1
C-3082,21,21142,0.66,4.6,0.19,1,10,3,1
C-3083,24,76492,0.29,4.1,0.15,11,9,0,0
C-3084,2,84464,0.4,3.4,0.35,5,7,3,0
C-3085,8,80257,0.61,11.6,0.41,0,0,0,0
C-3086,27,81693,0.63,8.4,0.93,0,8,1,0
C-3087,22,40135,0.44,10.1,0.3,14,5,1,0
C-3088,27,77232,0.35,12.1,0.87,15,1,3,0
C-3089,29,32862,0.35,13.8,0.51,6,2,2,0
C-3090,3,10190,0.26,3.9,0.89,13,4,0,1
C-3091,13,75199,0.39,2.9,0.7,18,10,4,1
C-3092,10,9331,0.28,6.7,0.71,18,5,2,1
C-3093,9,57186,0.67,1.0,0.52,12,8,1,1
C-3094,27,49648,0.61,11.2,0.84,11,1,0,1
C-3095,34,33549,0.44,12.4,0.25,0,4,2,0
C-3096,1,86782,0.39,9.8,0.91,11,6,4,1
C-3097,32,30761,0.31,4.1,0.64,3,10,2,0
C-3098,25,8262,0.58,2.2,0.44,14,10,4,1
C-3099,29,56259,0.93,5.7,0.98,15,6,1,0
C-3100,7,77572,0.72,11.8,0.86,14,3,0,1
C-3101,3,58472,0.77,5.2,0.77,7,2,1,0
C-3102,20,92858,0.85,1.0,0.27,18,7,0,0
C-3103,20,89667,0.42,4.2,0.97,14,1,2,1
C-3104,30,9677,0.16,13.9,0.74,17,4,1,0
C-3105,35,78508,0.66,9.6,0.61,10,9,0,0
C-3106,35,85865,0.27,12.7,0.92,8,4,4,0
C-3107,27,55617,0.61,11.0,0.16,0,0,0,1
C-3108,26,91029,0.77,7.8,0.14,8,6,1,0
C-3109,14,23595,0.81,2.5,0.56,11,3,1,0
C-3110,17,92459,0.37,5.2,0.06,1,9,2,0
C-3111,18,65148,0.56,8.4,0.66,10,1,4,0
C-3112,29,51926,0.66,12.3,0.24,13,7,0,0
C-3113,20,80271,0.84,4.1,0.12,1,3,1,1
C-3114,27,39457,0.79,2.1,0.41,14,0,0,1
C-3115,18,47531,0.99,8.0,0.47,17,7,3,1
C-3116,4,78263,0.11,2.9,0.17,13,10,4,1
C-3117,1,78300,0.49,8.7,0.04,11,6,4,1
C-3118,1,68171,0.33,4.1,0.41,9,2,3,1
C-3119,26,50771,0.21,3.6,0.76,13,2,4,1
C-3120,20,98135,0.92,5.9,0.87,14,6,3,0
C-3121,23,71354,1.0,8.5,0.1,4,1,0,1
C-3122,10,42289,0.26,7.9,0.52,1,4,3,0
C-3123,11,38892,0.13,3.8,0.26,5,6,2,1
C-3124,5,76196,0.35,12.5,0.37,11,5,3,0
C-3125,1,43409,0.85,2.0,0.93,1,9,0,0
C-3126,17,39470,0.36,1.0,0.35,3,6,4,0
C-3127,22,23385,0.15,8.6,0.37,6,1,2,0
C-3128,34,28296,0.15,2.2,0.21,15,6,3,1
C-3129,29,66716,0.48,7.3,0.96,0,1,0,0
C-3130,4,94152,0.94,13.3,0.46,0,6,2,0
C-3131,5,31382,0.36,9.9,0.57,13,7,2,0
C-3132,11,81675,0.48,8.8,0.45,10,9,2,0
C-3133,21,27419,0.19,8.3,0.25,11,7,3,1
C-3134,35,98321,0.54,2.9,0.81,10,4,0,0
C-3135,12,86238,0.73,6.3,0.03,5,6,0,0
C-3136,26,99753,0.34,5.1,0.69,11,10,0,0
C-3137,19,44291,0.37,13.4,0.59,11,7,1,0
C-3138,7,17397,0.86,3.8,0.14,9,3,4,0
C-3139,7,62888,0.11,6.9,0.17,7,1,0,1
C-3140,26,40169,0.67,13.2,0.66,19,6,1,0
C-3141,5,67182,0.45,11.2,0.31,18,0,1,0
C-3142,21,97476,0.37,13.5,0.27,6,1,2,1
C-3143,14,47249,0.69,8.7,0.06,13,9,4,1
C-3144,4,33341,0.85,5.0,0.77,3,6,2,1
C-3145,23,80603,0.6,11.7,0.88,0,9,4,0
C-3146,20,51144,0.13,4.4,0.82,7,0,2,0
C-3147,15,66772,0.52,2.7,0.47,4,6,3,0
C-3148,29,84360,0.52,10.0,0.53,7,4,4,0
C-3149,8,18444,0.59,9.1,0.24,7,10,1,1
C-3150,19,50647,0.7,12.4,0.17,6,2,1,1
C-3151,28,15974,0.12,13.5,0.82,18,10,4,1
C-3152,27,43383,0.55,12.1,0.8,3,1,2,1
C-3153,4,99826,0.63,1.3,0.78,19,6,3,0
C-3154,15,86552,0.41,9.5,0.46,5,8,3,0
C-3155,35,99049,0.7,11.1,0.86,11,8,0,1
C-3156,1,7956,0.31,13.8,0.93,17,9,4,0
C-3157,3,13077,0.39,5.6,0.33,11,9,3,0
C-3158,24,41490,0.97,2.8,0.22,17,7,2,1
C-3159,27,60612,0.41,12.0,0.46,2,1,2,1
C-3160,34,41159,0.41,4.8,0.18,9,0,1,1
C-3161,29,44710,0.64,8.6,0.88,6,7,3,0
C-3162,24,88536,0.97,5.8,0.34,2,1,3,1
C-3163,24,18806,0.98,5.9,0.58,18,3,2,1
C-3164,4,83345,0.62,10.4,0.59,12,3,1,0
C-3165,3,85391,0.1,5.4,0.51,3,1,3,1
C-3166,34,99924,0.91,9.9,0.16,9,3,2,1
C-3167,23,11458,0.61,0.7,0.99,5,6,1,0
C-3168,23,40524,0.43,4.9,0.17,0,5,1,0
C-3169,5,11853,0.85,4.8,0.75,5,9,2,0
C-3170,31,45477,0.46,10.6,0.79,7,5,1,0
C-3171,6,37222,0.13,4.7,0.15,14,3,1,1
C-3172,10,23320,0.84,9.0,0.93,7,1,0,0
C-3173,7,99154,0.59,9.8,0.49,5,4,1,0
C-3174,21,57243,0.4,9.4,0.63,18,10,3,0
C-3175,20,50615,0.33,8.6,0.64,13,2,1,0
C-3176,3,22352,0.63,6.1,0.5,1,2,3,0
C-3177,22,77833,0.29,5.5,0.14,6,3,2,1
C-3178,4,98476,0.39,8.1,0.75,7,10,1,0
C-3179,28,8203,0.67,1.4,0.58,9,10,2,1
C-3180,12,44267,0.89,12.3,0.12,12,4,4,1
C-3181,5,42941,0.58,11.6,0.7,19,10,1,0
C-3182,13,87809,0.78,5.2,0.7,0,1,2,0
C-3183,23,30368,0.79,8.2,0.55,8,5,4,1
C-3184,30,82186,0.7,13.1,0.09,9,5,3,0
C-3185,25,35984,0.32,4.2,0.35,19,7,3,0
C-3186,27,46941,0.88,10.5,0.05,1,1,3,0
C-3187,14,77918,0.49,1.6,0.48,19,7,3,0
C-3188,16,57683,0.14,7.6,0.91,10,7,3,1
C-3189,22,5801,0.32,12.4,0.0,4,3,0,1
C-3190,21,52965,0.79,7.9,0.27,17,6,2,0
C-3191,21,90269,0.16,8.8,0.8,6,6,4,1
C-3192,8,14969,0.23,12.8,0.01,2,0,4,1
C-3193,16,40969,0.72,10.2,0.01,15,0,1,1
C-3194,31,87269,0.9,9.9,0.61,14,7,2,0
C-3195,10,37449,0.67,8.4,0.79,7,10,0,0
C-3196,32,96679,0.3,9.0,0.78,19,0,0,0
C-3197,34,30705,0.15,11.4,0.78,4,2,2,1
C-3198,9,65303,0.65,13.7,0.36,2,5,3,0
C-3199,17,33363,0.14,11.2,0.88,4,7,3,0
C-3200,11,35720,0.65,10.1,0.01,8,4,2,0
C-3201,32,14972,0.3,2.3,0.31,15,4,4,0
C-3202,10,38351,0.91,11.5,0.34,13,3,3,1
C-3203,22,41145,0.53,10.4,0.17,17,3,1,1
C-3204,17,92948,0.3,10.9,0.34,6,6,0,0
C-3205,4,94614,0.87,3.6,0.59,14,5,3,1
C-3206,25,93116,0.33,12.7,0.52,7,7,4,0
C-3207,21,61235,0.38,1.8,0.32,2,10,3,0
C-3208,1,19855,0.85,3.9,0.75,10,5,3,0
C-3209,25,41169,0.38,9.5,0.71,19,10,0,0
C-3210,17,51404,0.47,9.6,0.28,17,9,1,0
C-3211,24,24569,0.41,4.7,0.32,14,6,1,0
C-3212,2,59437,0.2,10.0,0.29,9,9,4,0
C-3213,15,53506,0.14,5.7,0.13,2,9,2,1
C-3214,32,30738,0.75,0.5,0.75,14,4,2,1
C-3215,6,11772,0.68,2.7,0.05,5,5,2,0
C-3216,1,95410,0.35,12.4,0.15,10,0,4,1
C-3217,23,24731,0.37,3.5,0.11,10,2,3,1
C-3218,17,15131,0.95,2.0,0.83,18,7,1,0
C-3219,34,71324,0.99,9.7,0.04,2,2,1,1
C-3220,29,59097,0.53,6.4,0.66,12,0,3,1
C-3221,9,86720,0.82,11.3,0.04,7,2,1,1
C-3222,13,7889,0.76,12.1,0.79,10,3,1,0
C-3223,6,14569,0.37,11.9,0.91,10,7,2,0
C-3224,6,92193,0.15,4.7,0.49,12,8,2,0
C-3225,20,80677,0.23,7.3,0.8,2,3,0,1
C-3226,3,90192,0.85,9.3,0.71,5,6,0,0
C-3227,17,92154,0.76,4.8,0.8,9,0,1,0
C-3228,12,82470,0.7,1.1,0.77,18,8,2,1
C-3229,1,93822,0.22,7.2,0.21,11,10,0,1
C-3230,17,12612,0.68,0.7,0.5,13,3,0,1
C-3231,3,56644,0.79,13.3,0.96,10,8,2,1
C-3232,26,37069,0.87,11.3,0.34,9,2,0,1
C-3233,15,86741,0.11,3.1,0.97,2,10,3,1
C-3234,32,32331,0.72,4.4,0.58,12,4,3,0
C-3235,32,60897,0.12,13.8,0.46,17,0,2,1
C-3236,4,18934,0.74,5.5,0.66,12,10,2,0
C-3237,18,15095,0.67,11.1,0.82,13,2,0,1
C-3238,19,96494,0.23,6.5,0.39,13,4,1,0
C-3239,35,23706,0.79,12.2,0.03,6,5,4,0
C-3240,14,48516,0.16,10.0,0.71,11,7,3,1
C-3241,33,39629,0.84,0.8,0.96,3,0,3,1
C-3242,14,51910,0.34,4.5,0.62,15,2,2,1
C-3243,34,93540,0.72,8.0,0.19,18,0,1,1
C-3244,4,25431,0.93,13.0,0.25,9,4,2,0
C-3245,24,61733,0.41,1.9,0.91,15,7,0,1
C-3246,29,45088,0.55,8.6,0.01,4,3,1,0
C-3247,19,49135,0.52,4.6,0.55,15,10,0,0
C-3248,6,43015,0.24,12.5,0.16,0,8,3,1
C-3249,33,36385,0.63,10.8,0.28,4,5,2,0
C-3250,19,75199,0.77,5.5,0.31,12,5,2,1
C-3251,1,43677,0.93,2.8,0.22,12,10,4,0
C-3252,5,17818,0.87,0.7,0.79,2,4,1,0
C-3253,27,93222,0.56,8.9,0.33,16,9,3,0
C-3254,16,68001,0.75,6.0,0.35,18,4,4,0
C-3255,6,28977,0.82,4.7,0.45,4,10,4,0
C-3256,13,54832,0.54,13.8,0.9,4,6,2,0
C-3257,35,45931,0.2,6.8,0.69,14,7,1,0
C-3258,19,88990,0.49,10.6,0.06,9,6,2,0
C-3259,12,83894,0.86,2.9,0.04,11,0,1,1
C-3260,16,77204,0.64,0.7,0.57,10,0,4,1
C-3261,10,50784,0.75,6.1,0.89,0,9,0,0
C-3262,25,14921,0.27,9.5,0.32,2,5,3,0
C-3263,20,39959,0.97,7.3,0.25,3,2,4,0
C-3264,31,37328,0.46,12.5,0.75,18,8,2,1
C-3265,4,13859,0.69,6.4,0.6,19,10,3,0
C-3266,23,94506,0.12,4.7,0.57,2,6,4,0
C-3267,2,79408,0.21,12.9,0.15,17,1,1,1
C-3268,22,89766,0.8,6.0,0.18,2,2,2,1
C-3269,8,31708,0.97,4.1,0.28,6,7,4,0
C-3270,7,23847,0.39,1.8,0.21,0,0,1,1
C-3271,14,60989,0.13,11.2,0.97,18,4,1,0
C-3272,3,97641,0.42,11.6,0.02,17,9,1,0
C-3273,16,9922,0.12,0.9,0.63,1,0,3,1
C-3274,19,74928,0.27,5.3,0.52,11,8,2,0
C-3275,18,57335,0.78,10.6,0.32,16,6,1,0
C-3276,16,18541,0.94,13.3,0.89,2,4,4,0
C-3277,8,24551,0.18,5.6,0.67,11,5,1,1
C-3278,33,24381,0.6,12.3,1.0,11,10,2,0
C-3279,12,60673,0.33,5.8,0.17,5,2,3,1
C-3280,11,27948,0.23,2.9,0.09,9,2,1,1
C-3281,5,97264,0.3,0.5,0.14,5,6,4,1
C-3282,27,64072,0.62,5.0,0.27,13,6,2,1
C-3283,12,72560,0.16,5.6,0.42,1,6,1,0
C-3284,17,87249,0.49,13.3,0.86,10,1,3,0
C-3285,6,7486,0.22,3.3,0.28,14,1,0,1
C-3286,33,71691,0.35,5.7,0.92,7,10,4,0
C-3287,5,15082,0.27,0.8,0.46,12,4,1,1
C-3288,28,89105,0.89,10.8,0.65,18,3,1,1
C-3289,14,12086,0.74,12.9,0.26,9,6,0,0
C-3290,5,72853,0.88,3.7,0.16,8,2,2,1
C-3291,33,75027,0.45,6.3,0.87,17,4,0,0
C-3292,19,20916,0.38,2.1,0.11,6,1,2,1
C-3293,22,20248,0.44,6.7,0.77,2,0,1,0
C-3294,5,73047,0.12,2.3,0.58,11,8,0,0
C-3295,2,29226,0.75,7.6,0.86,14,3,1,1
C-3296,30,30025,0.41,10.4,0.72,12,7,0,0
C-3297,4,53380,0.38,8.0,0.28,5,6,1,0
C-3298,33,12848,0.64,3.8,0.57,7,0,1,0
C-3299,13,19274,0.49,5.3,0.01,13,9,1,0
C-3300,20,59545,0.98,9.1,0.48,2,10,3,0
C-3301,7,40233,0.42,8.5,0.09,15,6,0,0
C-3302,15,21304,0.65,2.3,0.43,17,1,3,1
C-3303,23,16294,0.38,11.9,0.11,16,2,1,0
C-3304,14,31425,0.99,6.9,0.96,17,0,4,1
C-3305,23,73711,0.5,2.7,0.52,9,6,2,0
C-3306,19,98311,0.67,2.2,0.91,16,2,0,0
C-3307,29,14425,0.21,13.5,0.02,15,5,0,1
C-3308,20,96549,0.76,4.3,0.64,1,6,2,0
C-3309,29,98464,0.34,12.8,0.31,19,2,3,1
C-3310,24,49990,0.5,6.0,0.43,3,1,2,0
C-3311,18,78746,0.89,5.7,0.87,10,8,4,0
C-3312,10,73295,0.97,10.0,0.98,6,8,1,0
C-3313,8,21091,0.48,0.6,0.25,16,6,2,0
C-3314,26,5002,0.85,5.1,0.95,18,4,2,0
C-3315,29,55411,0.15,4.6,0.69,5,3,1,1
C-3316,10,45958,0.86,12.2,0.95,9,3,0,0
C-3317,17,25707,0.67,7.6,0.56,3,0,4,1
C-3318,2,20248,0.54,5.4,0.96,0,3,2,0
C-3319,6,76309,0.9,4.1,0.89,6,6,2,0
C-3320,5,83322,0.86,8.5,0.13,15,4,0,1
C-3321,28,56720,0.37,2.5,0.31,16,8,4,0
C-3322,5,20037,0.81,3.8,0.24,4,3,1,0
C-3323,18,72421,0.19,4.5,0.57,9,10,1,0
C-3324,26,86867,0.84,8.7,0.8,6,2,3,1
C-3325,20,45612,0.71,5.5,0.76,12,5,4,0
C-3326,27,93031,0.18,7.3,0.73,6,3,4,0
C-3327,12,18450,0.71,9.3,0.38,14,10,2,0
C-3328,7,14491,0.62,13.4,0.14,16,1,3,1
C-3329,3,79804,0.64,10.8,0.21,2,4,1,0
C-3330,10,98293,0.36,6.0,0.74,4,3,4,0
C-3331,34,11791,0.34,10.6,0.15,9,4,4,0
C-3332,25,33314,0.79,13.3,0.22,4,8,0,0
C-3333,35,56883,0.33,7.2,0.42,6,3,1,0
C-3334,16,99119,0.5,6.0,0.07,6,5,0,0
C-3335,2,92086,0.73,1.6,0.21,13,3,3,1
C-3336,24,70629,0.17,12.5,0.15,14,0,4,1
C-3337,10,14967,0.64,3.8,0.95,4,1,3,1
C-3338,22,86754,0.63,1.4,0.19,4,5,0,1
C-3339,26,48220,0.72,7.8,0.86,3,7,1,0
C-3340,27,79163,0.43,11.9,0.11,19,8,4,0
C-3341,29,9947,0.5,6.0,0.87,8,3,1,0
C-3342,20,44419,0.4,11.1,0.6,11,5,3,0
C-3343,27,61131,0.83,11.8,0.85,15,2,2,0
C-3344,20,93714,0.22,6.6,0.87,7,8,1,1
C-3345,19,33876,0.97,8.5,0.6,8,7,1,0
C-3346,20,93444,0.67,7.7,0.92,11,0,1,0
C-3347,35,24971,0.9,13.2,0.59,19,1,4,1
C-3348,2,67539,0.48,10.3,0.71,6,9,3,0
C-3349,30,54228,0.4,13.0,0.42,3,8,3,0
C-3350,34,79495,0.91,3.5,0.91,2,9,4,1
C-3351,22,33261,0.19,4.7,0.82,0,2,1,1
C-3352,3,66260,0.21,1.5,0.17,6,2,1,0
C-3353,6,86371,0.37,7.2,0.58,8,9,2,0
C-3354,15,89793,0.96,12.3,0.9,1,8,1,0
C-3355,27,8346,0.67,4.9,0.79,6,2,0,1
C-3356,10,61176,0.6,2.2,0.96,9,9,1,0
C-3357,9,57300,0.73,1.4,0.23,1,10,2,0
C-3358,33,16340,0.48,6.5,0.37,12,4,0,0
C-3359,32,38012,0.78,2.7,0.51,2,5,2,1
C-3360,6,40393,0.45,5.2,0.23,12,2,2,1
C-3361,2,80133,0.84,11.6,0.39,9,9,3,0
C-3362,29,30557,0.34,5.7,0.54,11,7,4,0
C-3363,4,69204,0.35,8.7,0.19,2,1,2,0
C-3364,1,78273,0.57,7.3,0.26,19,5,1,0
C-3365,19,22276,0.49,10.2,0.12,5,1,3,1
C-3366,26,59639,0.68,2.6,0.71,2,8,0,0
C-3367,25,12310,0.43,12.9,0.36,1,5,4,0
C-3368,10,40167,0.31,9.2,0.22,13,8,3,0
C-3369,15,89880,0.52,4.2,0.51,14,3,2,1
C-3370,22,15391,0.6,2.2,0.07,17,2,3,1
C-3371,21,55621,0.23,2.5,0.92,18,1,1,1
C-3372,22,15892,0.6,11.1,0.29,9,7,1,0
C-3373,34,81733,0.39,8.4,0.89,19,3,1,0
C-3374,30,83586,0.45,5.6,0.5,16,1,4,1
C-3375,25,41142,0.35,5.0,0.85,16,10,3,0
C-3376,28,50679,0.94,12.1,0.25,18,8,3,0
C-3377,1,46615,0.72,12.3,0.18,3,7,2,0
C-3378,4,52553,0.34,8.3,0.85,10,4,0,0
C-3379,7,84071,0.68,7.6,0.21,16,7,1,0
C-3380,9,46002,0.86,11.5,0.75,9,4,0,0
C-3381,19,75658,0.46,10.6,0.34,16,6,0,0
C-3382,1,14852,0.85,5.9,0.75,11,4,1,1
C-3383,10,10387,0.24,1.6,0.91,9,4,1,0
C-3384,9,44994,0.84,10.9,0.98,9,3,2,1
C-3385,32,38725,0.59,2.8,0.36,5,4,4,0
C-3386,32,77682,0.3,0.7,0.37,16,6,1,1
